queue name;run id;thread count;object count;object size;total enqueue time;total dequeue time;enqueue rate;dequeue rate
<<<<<<< HEAD
LockBased Queue;1;14;1000;10;0.1599;0.0089;6253.91;8025.68
LockBased Queue;2;14;1000;10;0.0803;0.0089;12453.3;8025.68
LockBased Queue;3;14;1000;10;0.1372;0.0088;7288.63;8116.88
LockBased Queue;4;14;1000;10;0.1074;0.0089;9310.99;8025.68
LockBased Queue;5;14;1000;10;0.2977;0.0089;3359.09;8025.68
LockBased Queue;6;14;1000;10;0.6998;0.0089;1428.98;8025.68
LockBased Queue;7;14;1000;10;1.6015;0.009;624.415;7936.51
LockBased Queue;8;14;1000;10;0.4184;0.0092;2390.06;7763.98
LockBased Queue;9;14;1000;10;0.2312;0.0103;4325.26;6934.81
LockBased Queue;10;14;1000;10;0.444;0.009;2252.25;7936.51
=======
LockBased Queue;1;14;1000;10;1.30553;0.02101;765.974;3399.74
LockBased Queue;2;14;1000;10;1.0847;0.022933;921.912;3114.66
LockBased Queue;3;14;1000;10;1.0796;0.023694;926.266;3014.63
LockBased Queue;4;14;1000;10;0.936496;0.02135;1067.81;3345.6
LockBased Queue;5;14;1000;10;0.663363;0.02119;1507.47;3370.86
LockBased Queue;6;14;1000;10;0.321042;0.02164;3114.86;3300.77
LockBased Queue;7;14;1000;10;0.433583;0.021851;2306.36;3268.89
LockBased Queue;8;14;1000;10;0.311474;0.022873;3210.54;3122.83
LockBased Queue;9;14;1000;10;0.319188;0.021059;3132.95;3391.83
LockBased Queue;10;14;1000;10;0.302166;0.021099;3309.44;3385.4
>>>>>>> 73457c8d80fcbc0d7d1740303f4add5a74e206cb
